ac_status,humidity,is_anomaly,occupancy_count,oxygen,source,temperature,timestamp,o2_lag1,temp_lag1,hum_lag1,o2_lag2,temp_lag2,hum_lag2,o2_lag3,temp_lag3,hum_lag3,o2_lag4,temp_lag4,hum_lag4,o2_lag5,temp_lag5,hum_lag5,o2_lag6,temp_lag6,hum_lag6,o2_lag7,temp_lag7,hum_lag7,o2_lag8,temp_lag8,hum_lag8,o2_lag9,temp_lag9,hum_lag9,o2_lag10,temp_lag10,hum_lag10,o2_lag11,temp_lag11,hum_lag11,o2_lag12,temp_lag12,hum_lag12,o2_delta_1,o2_delta_3,o2_delta_6,temp_delta_1,hum_delta_1,o2_roll_mean_3,o2_roll_mean_6,o2_roll_std_3,temp_roll_mean_3,hum_roll_mean_3,hour_sin,hour_cos,dow_sin,dow_cos,occ_lag1,occ_roll_mean_3,occ_delta_1,ac_lag1,target_5min,target_10min,forecast_5min,forecast_10min,iso_score,is_anomaly_iso,cusum_score,is_anomaly_cusum,final_anomaly,detector_category,rec_severity,rec_message,rec_buzzer,rec_action_code
0.0,51.012,0.0,0.0,20.9886,synthetic,25.505,2026-06-07 08:50:00+00:00,20.9661,25.001,51.652,20.9747,25.004,52.47,20.9875,24.864,52.084,20.9727,25.468,50.048,20.9812,25.192,48.395,20.9654,25.263,49.682,20.9804,25.18,51.391,20.9696,25.212,51.504,20.9785,25.727,51.383,20.9652,25.36,50.756,20.9467,24.952,50.736,20.9542,24.616,48.497,0.0225000000000008,0.0011000000000009,0.0232000000000027,0.5039999999999978,-0.6400000000000006,20.976466666666667,20.978466666666662,0.0113535603831814,25.17,51.71133333333333,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.0,0.3333333333333333,0.0,0.0,20.9979,20.9913,20.961882,21.003222,0.06299063546985556,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,50.838,0.0,0.0,20.9979,synthetic,25.695,2026-06-07 08:55:00+00:00,20.9886,25.505,51.012,20.9661,25.001,51.652,20.9747,25.004,52.47,20.9875,24.864,52.084,20.9727,25.468,50.048,20.9812,25.192,48.395,20.9654,25.263,49.682,20.9804,25.18,51.391,20.9696,25.212,51.504,20.9785,25.727,51.383,20.9652,25.36,50.756,20.9467,24.952,50.736,0.0092999999999996,0.0232000000000027,0.0167000000000001,0.1900000000000012,-0.1739999999999995,20.9842,20.98125,0.0163502293575173,25.40033333333333,51.16733333333334,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.9913,20.998,21.013042,21.005394,0.06692412700933892,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,49.852,0.0,0.0,20.9913,synthetic,25.639,2026-06-07 09:00:00+00:00,20.9979,25.695,50.838,20.9886,25.505,51.012,20.9661,25.001,51.652,20.9747,25.004,52.47,20.9875,24.864,52.084,20.9727,25.468,50.048,20.9812,25.192,48.395,20.9654,25.263,49.682,20.9804,25.18,51.391,20.9696,25.212,51.504,20.9785,25.727,51.383,20.9652,25.36,50.756,-0.0066000000000023,0.0251999999999981,0.0185999999999992,-0.0560000000000009,-0.9860000000000042,20.9926,20.984350000000003,0.0047843494903518,25.613,50.56733333333333,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.998,21.0,20.99212,21.014599,0.07029603647223187,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,50.372,0.0,0.0,20.998,synthetic,25.623,2026-06-07 09:05:00+00:00,20.9913,25.639,49.852,20.9979,25.695,50.838,20.9886,25.505,51.012,20.9661,25.001,51.652,20.9747,25.004,52.47,20.9875,24.864,52.084,20.9727,25.468,50.048,20.9812,25.192,48.395,20.9654,25.263,49.682,20.9804,25.18,51.391,20.9696,25.212,51.504,20.9785,25.727,51.383,0.0067000000000021,0.0093999999999994,0.0105000000000003,-0.0159999999999982,0.5200000000000031,20.99573333333333,20.9861,0.003839704855855,25.65233333333333,50.354000000000006,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,21.0,21.0,20.98463,20.995077,0.06491051764927219,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,52.496,0.0,2.0,21.0,synthetic,25.683,2026-06-07 09:10:00+00:00,20.998,25.623,50.372,20.9913,25.639,49.852,20.9979,25.695,50.838,20.9886,25.505,51.012,20.9661,25.001,51.652,20.9747,25.004,52.47,20.9875,24.864,52.084,20.9727,25.468,50.048,20.9812,25.192,48.395,20.9654,25.263,49.682,20.9804,25.18,51.391,20.9696,25.212,51.504,0.0019999999999988,0.0020999999999986,0.0253000000000014,0.0599999999999987,2.1240000000000023,20.99643333333333,20.99031666666667,0.0045566800831601,25.64833333333333,50.906666666666666,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,0.6666666666666666,2.0,0.0,21.0,21.0,20.900421,20.991104,0.06322022426373408,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,49.198,0.0,0.0,21.0,synthetic,25.956,2026-06-07 09:15:00+00:00,21.0,25.683,52.496,20.998,25.623,50.372,20.9913,25.639,49.852,20.9979,25.695,50.838,20.9886,25.505,51.012,20.9661,25.001,51.652,20.9747,25.004,52.47,20.9875,24.864,52.084,20.9727,25.468,50.048,20.9812,25.192,48.395,20.9654,25.263,49.682,20.9804,25.18,51.391,0.0,0.008700000000001,0.0338999999999991,0.2729999999999997,-3.298000000000002,20.999333333333336,20.995966666666668,0.0011547005590512,25.754,50.68866666666667,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,2.0,0.6666666666666666,-2.0,0.0,21.0,20.9939,21.00486,21.009304,0.053300024614428176,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,52.58,0.0,0.0,21.0,synthetic,25.433,2026-06-07 09:20:00+00:00,21.0,25.956,49.198,21.0,25.683,52.496,20.998,25.623,50.372,20.9913,25.639,49.852,20.9979,25.695,50.838,20.9886,25.505,51.012,20.9661,25.001,51.652,20.9747,25.004,52.47,20.9875,24.864,52.084,20.9727,25.468,50.048,20.9812,25.192,48.395,20.9654,25.263,49.682,0.0,0.0019999999999988,0.0113999999999983,-0.5229999999999997,3.381999999999998,21.0,20.997866666666667,0.0,25.69066666666667,51.42466666666667,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,0.6666666666666666,0.0,0.0,20.9939,21.0,20.927185,20.945362,0.06374303527811176,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,50.081,0.0,2.0,20.9939,synthetic,25.725,2026-06-07 09:25:00+00:00,21.0,25.433,52.58,21.0,25.956,49.198,21.0,25.683,52.496,20.998,25.623,50.372,20.9913,25.639,49.852,20.9979,25.695,50.838,20.9886,25.505,51.012,20.9661,25.001,51.652,20.9747,25.004,52.47,20.9875,24.864,52.084,20.9727,25.468,50.048,20.9812,25.192,48.395,-0.0060999999999999,-0.0060999999999999,-0.0040000000000013,0.2920000000000016,-2.4989999999999952,20.997966666666667,20.9972,0.0035218366487788,25.704666666666668,50.61966666666667,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,0.6666666666666666,2.0,0.0,21.0,21.0,21.000473,20.952309,0.05615939130833508,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,51.947,0.0,0.0,21.0,synthetic,25.909,2026-06-07 09:30:00+00:00,20.9939,25.725,50.081,21.0,25.433,52.58,21.0,25.956,49.198,21.0,25.683,52.496,20.998,25.623,50.372,20.9913,25.639,49.852,20.9979,25.695,50.838,20.9886,25.505,51.012,20.9661,25.001,51.652,20.9747,25.004,52.47,20.9875,24.864,52.084,20.9727,25.468,50.048,0.0060999999999999,0.0,0.008700000000001,0.1839999999999975,1.866,20.997966666666667,20.99865,0.0035218366487788,25.689000000000004,51.536,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,2.0,0.6666666666666666,-2.0,0.0,21.0,21.0,20.952677,21.018625,0.05708466065928769,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,48.74,0.0,0.0,21.0,synthetic,25.79,2026-06-07 09:35:00+00:00,21.0,25.909,51.947,20.9939,25.725,50.081,21.0,25.433,52.58,21.0,25.956,49.198,21.0,25.683,52.496,20.998,25.623,50.372,20.9913,25.639,49.852,20.9979,25.695,50.838,20.9886,25.505,51.012,20.9661,25.001,51.652,20.9747,25.004,52.47,20.9875,24.864,52.084,0.0,0.0,0.0019999999999988,-0.1189999999999997,-3.2070000000000007,20.997966666666667,20.99898333333333,0.0035218366487788,25.808000000000003,50.25600000000001,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,0.6666666666666666,0.0,0.0,21.0,21.0,21.007174,21.040354,0.0659439951621344,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,51.178,0.0,0.0,21.0,synthetic,25.712,2026-06-07 09:40:00+00:00,21.0,25.79,48.74,21.0,25.909,51.947,20.9939,25.725,50.081,21.0,25.433,52.58,21.0,25.956,49.198,21.0,25.683,52.496,20.998,25.623,50.372,20.9913,25.639,49.852,20.9979,25.695,50.838,20.9886,25.505,51.012,20.9661,25.001,51.652,20.9747,25.004,52.47,0.0,0.0060999999999999,0.0,-0.0779999999999994,2.4379999999999957,21.0,20.99898333333333,0.0,25.80366666666667,50.62166666666667,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,21.0,20.994,20.913599,20.981236,0.05742314990709596,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,49.469,0.0,0.0,21.0,synthetic,25.915,2026-06-07 09:45:00+00:00,21.0,25.712,51.178,21.0,25.79,48.74,21.0,25.909,51.947,20.9939,25.725,50.081,21.0,25.433,52.58,21.0,25.956,49.198,21.0,25.683,52.496,20.998,25.623,50.372,20.9913,25.639,49.852,20.9979,25.695,50.838,20.9886,25.505,51.012,20.9661,25.001,51.652,0.0,0.0,0.0,0.2029999999999994,-1.708999999999996,21.0,20.99898333333333,0.0,25.805666666666667,49.79566666666667,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.994,20.689,20.950272,21.081577,0.050302502891247325,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,49.21,0.0,0.0,20.994,synthetic,24.989,2026-06-07 09:50:00+00:00,21.0,25.915,49.469,21.0,25.712,51.178,21.0,25.79,48.74,21.0,25.909,51.947,20.9939,25.725,50.081,21.0,25.433,52.58,21.0,25.956,49.198,21.0,25.683,52.496,20.998,25.623,50.372,20.9913,25.639,49.852,20.9979,25.695,50.838,20.9886,25.505,51.012,-0.0060000000000002,-0.0060000000000002,-0.0060000000000002,-0.9259999999999984,-0.2590000000000003,20.998,20.99798333333333,0.0034641016219739,25.538666666666668,49.952333333333335,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.689,20.678,21.063698,21.06612,0.04937690686833035,0,0.0,0,0,normal,OK,Air quality normal.,none,0
0.0,50.664,1.0,0.0,20.689,synthetic,25.835,2026-06-07 09:55:00+00:00,20.994,24.989,49.21,21.0,25.915,49.469,21.0,25.712,51.178,21.0,25.79,48.74,21.0,25.909,51.947,20.9939,25.725,50.081,21.0,25.433,52.58,21.0,25.956,49.198,21.0,25.683,52.496,20.998,25.623,50.372,20.9913,25.639,49.852,20.9979,25.695,50.838,-0.3049999999999997,-0.3109999999999999,-0.3048999999999999,0.8460000000000001,1.4540000000000006,20.89433333333333,20.947166666666664,0.177849187047204,25.579666666666668,49.781000000000006,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.678,20.6954,20.791283,20.63731,0.015211931727683148,0,0.23243562796932596,0,0,normal,RATE_WARNING,Rapid oxygen drop detected. Monitor closely.,2 beeps,2
0.0,51.963,1.0,0.0,20.678,synthetic,25.751,2026-06-07 10:00:00+00:00,20.689,25.835,50.664,20.994,24.989,49.21,21.0,25.915,49.469,21.0,25.712,51.178,21.0,25.79,48.74,21.0,25.909,51.947,20.9939,25.725,50.081,21.0,25.433,52.58,21.0,25.956,49.198,21.0,25.683,52.496,20.998,25.623,50.372,20.9913,25.639,49.852,-0.0109999999999992,-0.3219999999999992,-0.3219999999999992,-0.0839999999999996,1.2989999999999997,20.787000000000003,20.8935,0.1793516099732255,25.525,50.61233333333334,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.6954,20.6943,20.625109,20.631893,-0.0013960571853429693,1,0.4501295892719861,0,1,iso_only,DRIFT_ADVISORY,Sustained oxygen decline detected. Check ventilation.,none,1
0.0,49.914,1.0,0.0,20.6954,synthetic,25.457,2026-06-07 10:05:00+00:00,20.678,25.751,51.963,20.689,25.835,50.664,20.994,24.989,49.21,21.0,25.915,49.469,21.0,25.712,51.178,21.0,25.79,48.74,21.0,25.909,51.947,20.9939,25.725,50.081,21.0,25.433,52.58,21.0,25.956,49.198,21.0,25.683,52.496,20.998,25.623,50.372,0.0173999999999985,-0.2986000000000004,-0.3046000000000006,-0.2940000000000005,-2.0489999999999995,20.687466666666666,20.84273333333333,0.0088007575408898,25.681,50.847,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.6943,20.9889,20.628294,21.025835,-0.012863887236284122,1,0.624315217241311,0,1,iso_only,DRIFT_ADVISORY,Sustained oxygen decline detected. Check ventilation.,none,1
0.0,48.778,1.0,0.0,20.6943,synthetic,26.043,2026-06-07 10:10:00+00:00,20.6954,25.457,49.914,20.678,25.751,51.963,20.689,25.835,50.664,20.994,24.989,49.21,21.0,25.915,49.469,21.0,25.712,51.178,21.0,25.79,48.74,21.0,25.909,51.947,20.9939,25.725,50.081,21.0,25.433,52.58,21.0,25.956,49.198,21.0,25.683,52.496,-0.0011000000000009,0.0052999999999983,-0.3057000000000016,0.5859999999999985,-1.1360000000000028,20.68923333333333,20.79178333333333,0.0097438869705072,25.750333333333334,50.21833333333333,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.9889,20.9709,21.013346,20.861982,-0.01365048716453221,1,0.7743841785439716,1,1,both,DRIFT_ADVISORY,Sustained oxygen decline detected. Check ventilation.,none,1
0.0,50.337,0.0,0.0,20.9889,synthetic,26.258,2026-06-07 10:15:00+00:00,20.6943,26.043,48.778,20.6954,25.457,49.914,20.678,25.751,51.963,20.689,25.835,50.664,20.994,24.989,49.21,21.0,25.915,49.469,21.0,25.712,51.178,21.0,25.79,48.74,21.0,25.909,51.947,20.9939,25.725,50.081,21.0,25.433,52.58,21.0,25.956,49.198,0.2946000000000026,0.3109000000000002,-0.011099999999999,0.2149999999999998,1.5590000000000046,20.79286666666667,20.78993333333333,0.1697707375648811,25.91933333333333,49.67633333333333,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.9709,20.9512,20.9586,20.917782,-0.028396467616779164,1,0.6043781398466294,0,1,iso_only,DRIFT_ADVISORY,Sustained oxygen decline detected. Check ventilation.,none,1
0.0,50.569,0.0,0.0,20.9709,synthetic,25.88,2026-06-07 10:20:00+00:00,20.9889,26.258,50.337,20.6943,26.043,48.778,20.6954,25.457,49.914,20.678,25.751,51.963,20.689,25.835,50.664,20.994,24.989,49.21,21.0,25.915,49.469,21.0,25.712,51.178,21.0,25.79,48.74,21.0,25.909,51.947,20.9939,25.725,50.081,21.0,25.433,52.58,-0.0180000000000006,0.2755000000000009,-0.0230999999999994,-0.3780000000000001,0.2319999999999993,20.8847,20.78608333333333,0.1651366706701342,26.06033333333333,49.894666666666666,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.9512,20.9414,20.908617,21.000118,-0.022098109816199973,1,0.4514471011492891,0,1,iso_only,DRIFT_ADVISORY,Sustained oxygen decline detected. Check ventilation.,none,1
0.0,51.168,0.0,0.0,20.9512,synthetic,26.153,2026-06-07 10:25:00+00:00,20.9709,25.88,50.569,20.9889,26.258,50.337,20.6943,26.043,48.778,20.6954,25.457,49.914,20.678,25.751,51.963,20.689,25.835,50.664,20.994,24.989,49.21,21.0,25.915,49.469,21.0,25.712,51.178,21.0,25.79,48.74,21.0,25.909,51.947,20.9939,25.725,50.081,-0.0197000000000002,0.2569000000000017,0.2622,0.2729999999999997,0.5989999999999966,20.970333333333333,20.82978333333333,0.0188563870710552,26.097,50.69133333333334,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.9414,20.9495,20.876623,20.929323,-0.004383567552184664,1,0.3157910624519503,0,1,iso_only,DRIFT_ADVISORY,Sustained oxygen decline detected. Check ventilation.,none,1
0.0,51.551,0.0,0.0,20.9414,synthetic,26.318,2026-06-07 10:30:00+00:00,20.9512,26.153,51.168,20.9709,25.88,50.569,20.9889,26.258,50.337,20.6943,26.043,48.778,20.6954,25.457,49.914,20.678,25.751,51.963,20.689,25.835,50.664,20.994,24.989,49.21,21.0,25.915,49.469,21.0,25.712,51.178,21.0,25.79,48.74,21.0,25.909,51.947,-0.0097999999999984,-0.0474999999999994,0.2634000000000007,0.1650000000000027,0.3830000000000026,20.9545,20.87368333333333,0.0150243136294348,26.117,51.096,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.9495,20.9534,20.85747,20.798061,0.003697649722391394,0,0.18637669042127583,0,0,normal,OK,Air quality normal.,none,0
0.0,50.384,0.0,0.0,20.9495,synthetic,26.244,2026-06-07 10:35:00+00:00,20.9414,26.318,51.551,20.9512,26.153,51.168,20.9709,25.88,50.569,20.9889,26.258,50.337,20.6943,26.043,48.778,20.6954,25.457,49.914,20.678,25.751,51.963,20.689,25.835,50.664,20.994,24.989,49.21,21.0,25.915,49.469,21.0,25.712,51.178,21.0,25.79,48.74,0.0080999999999988,-0.0213999999999998,0.2541000000000011,-0.0740000000000016,-1.1670000000000016,20.947366666666667,20.91603333333333,0.0052367292623307,26.238333333333333,51.034333333333336,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,20.9534,21.0,20.805532,20.9317,0.007773752919303434,0,0.043978985057266884,0,0,normal,OK,Air quality normal.,none,0
