ac_status,humidity,is_anomaly,occupancy_count,oxygen,source,temperature,timestamp,o2_lag1,temp_lag1,hum_lag1,o2_lag2,temp_lag2,hum_lag2,o2_lag3,temp_lag3,hum_lag3,o2_lag4,temp_lag4,hum_lag4,o2_lag5,temp_lag5,hum_lag5,o2_lag6,temp_lag6,hum_lag6,o2_lag7,temp_lag7,hum_lag7,o2_lag8,temp_lag8,hum_lag8,o2_lag9,temp_lag9,hum_lag9,o2_lag10,temp_lag10,hum_lag10,o2_lag11,temp_lag11,hum_lag11,o2_lag12,temp_lag12,hum_lag12,o2_delta_1,o2_delta_3,o2_delta_6,temp_delta_1,hum_delta_1,o2_roll_mean_3,o2_roll_mean_6,o2_roll_std_3,temp_roll_mean_3,hum_roll_mean_3,hour_sin,hour_cos,dow_sin,dow_cos,occ_lag1,occ_roll_mean_3,occ_delta_1,ac_lag1,target_5min,target_10min
0.0,50.577,0.0,3.0,20.9876,synthetic,25.182,2026-06-01 09:50:00+00:00,20.992,25.109,50.408,21.0,25.531,50.355,20.9834,24.812,51.023,20.9919,24.938,53.368,21.0,25.244,50.978,21.0,24.912,49.026,20.988,25.024,53.395,20.9914,24.734,50.06,20.9922,24.687,51.272,20.997,25.226,50.383,20.9974,24.651,50.918,21.0,24.652,52.194,-0.004400000000000404,0.00420000000000087,-0.012399999999999523,0.07299999999999685,0.16899999999999693,20.9932,20.992483333333332,0.0062864934582286995,25.274,50.446666666666665,0.7071067811865476,-0.7071067811865475,0.0,1.0,2.0,2.3333333333333335,1.0,1.0,20.988,21.0
1.0,52.664,0.0,4.0,20.988,synthetic,24.809,2026-06-01 09:55:00+00:00,20.9876,25.182,50.577,20.992,25.109,50.408,21.0,25.531,50.355,20.9834,24.812,51.023,20.9919,24.938,53.368,21.0,25.244,50.978,21.0,24.912,49.026,20.988,25.024,53.395,20.9914,24.734,50.06,20.9922,24.687,51.272,20.997,25.226,50.383,20.9974,24.651,50.918,0.00039999999999906777,-0.012000000000000455,-0.012000000000000455,-0.37299999999999756,2.0870000000000033,20.9892,20.990483333333334,0.002433105012206479,25.03333333333333,51.21633333333333,0.7071067811865476,-0.7071067811865475,0.0,1.0,3.0,3.0,1.0,0.0,21.0,21.0
1.0,48.38,0.0,4.0,21.0,synthetic,25.279,2026-06-01 10:00:00+00:00,20.988,24.809,52.664,20.9876,25.182,50.577,20.992,25.109,50.408,21.0,25.531,50.355,20.9834,24.812,51.023,20.9919,24.938,53.368,21.0,25.244,50.978,21.0,24.912,49.026,20.988,25.024,53.395,20.9914,24.734,50.06,20.9922,24.687,51.272,20.997,25.226,50.383,0.012000000000000455,0.007999999999999119,0.008099999999998886,0.46999999999999886,-4.283999999999999,20.991866666666667,20.991833333333332,0.007046512139611927,25.090000000000003,50.54033333333333,0.49999999999999994,-0.8660254037844387,0.0,1.0,4.0,3.6666666666666665,0.0,1.0,21.0,20.9905
1.0,52.777,0.0,1.0,21.0,synthetic,25.443,2026-06-01 10:05:00+00:00,21.0,25.279,48.38,20.988,24.809,52.664,20.9876,25.182,50.577,20.992,25.109,50.408,21.0,25.531,50.355,20.9834,24.812,51.023,20.9919,24.938,53.368,21.0,25.244,50.978,21.0,24.912,49.026,20.988,25.024,53.395,20.9914,24.734,50.06,20.9922,24.687,51.272,0.0,0.012399999999999523,0.016600000000000392,0.16400000000000148,4.3969999999999985,20.996,20.994600000000002,0.006928203230296025,25.177000000000003,51.273666666666664,0.49999999999999994,-0.8660254037844387,0.0,1.0,4.0,3.0,-3.0,1.0,20.9905,21.0
1.0,49.417,0.0,2.0,20.9905,synthetic,25.127,2026-06-01 10:10:00+00:00,21.0,25.443,52.777,21.0,25.279,48.38,20.988,24.809,52.664,20.9876,25.182,50.577,20.992,25.109,50.408,21.0,25.531,50.355,20.9834,24.812,51.023,20.9919,24.938,53.368,21.0,25.244,50.978,21.0,24.912,49.026,20.988,25.024,53.395,20.9914,24.734,50.06,-0.009499999999999176,0.002500000000001279,-0.009499999999999176,-0.3160000000000025,-3.3599999999999994,20.99683333333333,20.993016666666666,0.005484827557324825,25.283,50.19133333333334,0.49999999999999994,-0.8660254037844387,0.0,1.0,1.0,2.3333333333333335,1.0,1.0,21.0,21.5
1.0,50.577,0.0,5.0,21.0,synthetic,25.509,2026-06-01 10:15:00+00:00,20.9905,25.127,49.417,21.0,25.443,52.777,21.0,25.279,48.38,20.988,24.809,52.664,20.9876,25.182,50.577,20.992,25.109,50.408,21.0,25.531,50.355,20.9834,24.812,51.023,20.9919,24.938,53.368,21.0,25.244,50.978,21.0,24.912,49.026,20.988,25.024,53.395,0.009499999999999176,0.0,0.007999999999999119,0.38200000000000145,1.1599999999999966,20.99683333333333,20.99435,0.005484827557324825,25.35966666666667,50.92366666666667,0.49999999999999994,-0.8660254037844387,0.0,1.0,2.0,2.6666666666666665,3.0,1.0,21.5,21.0
1.0,50.528,1.0,5.0,21.5,synthetic,25.265,2026-06-01 10:20:00+00:00,21.0,25.509,50.577,20.9905,25.127,49.417,21.0,25.443,52.777,21.0,25.279,48.38,20.988,24.809,52.664,20.9876,25.182,50.577,20.992,25.109,50.408,21.0,25.531,50.355,20.9834,24.812,51.023,20.9919,24.938,53.368,21.0,25.244,50.978,21.0,24.912,49.026,0.5,0.5,0.5123999999999995,-0.24399999999999977,-0.04899999999999949,21.1635,21.07975,0.2914562574383996,25.300333333333338,50.174,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.0,4.0,0.0,1.0,21.0,21.0
0.0,51.703,0.0,2.0,21.0,synthetic,25.342,2026-06-01 10:25:00+00:00,21.5,25.265,50.528,21.0,25.509,50.577,20.9905,25.127,49.417,21.0,25.443,52.777,21.0,25.279,48.38,20.988,24.809,52.664,20.9876,25.182,50.577,20.992,25.109,50.408,21.0,25.531,50.355,20.9834,24.812,51.023,20.9919,24.938,53.368,21.0,25.244,50.978,-0.5,0.009499999999999176,0.012000000000000455,0.07699999999999818,1.1750000000000043,21.166666666666668,21.08175,0.2886751345948105,25.372,50.936,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.0,4.0,-3.0,1.0,21.0,20.9921
1.0,49.126,0.0,5.0,21.0,synthetic,25.264,2026-06-01 10:30:00+00:00,21.0,25.342,51.703,21.5,25.265,50.528,21.0,25.509,50.577,20.9905,25.127,49.417,21.0,25.443,52.777,21.0,25.279,48.38,20.988,24.809,52.664,20.9876,25.182,50.577,20.992,25.109,50.408,21.0,25.531,50.355,20.9834,24.812,51.023,20.9919,24.938,53.368,0.0,0.0,0.0,-0.0779999999999994,-2.5770000000000053,21.166666666666668,21.08175,0.2886751345948105,25.290333333333333,50.452333333333335,0.49999999999999994,-0.8660254037844387,0.0,1.0,2.0,4.0,3.0,0.0,20.9921,21.0
1.0,51.23,0.0,4.0,20.9921,synthetic,25.878,2026-06-01 10:35:00+00:00,21.0,25.264,49.126,21.0,25.342,51.703,21.5,25.265,50.528,21.0,25.509,50.577,20.9905,25.127,49.417,21.0,25.443,52.777,21.0,25.279,48.38,20.988,24.809,52.664,20.9876,25.182,50.577,20.992,25.109,50.408,21.0,25.531,50.355,20.9834,24.812,51.023,-0.007899999999999352,-0.5078999999999994,-0.007899999999999352,0.6140000000000008,2.103999999999999,20.997366666666668,21.080433333333335,0.004561067126477997,25.494666666666664,50.68633333333333,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.0,3.6666666666666665,-1.0,1.0,21.0,21.0
1.0,53.384,0.0,3.0,21.0,synthetic,25.411,2026-06-01 10:40:00+00:00,20.9921,25.878,51.23,21.0,25.264,49.126,21.0,25.342,51.703,21.5,25.265,50.528,21.0,25.509,50.577,20.9905,25.127,49.417,21.0,25.443,52.777,21.0,25.279,48.38,20.988,24.809,52.664,20.9876,25.182,50.577,20.992,25.109,50.408,21.0,25.531,50.355,0.007899999999999352,0.0,0.009499999999999176,-0.46699999999999875,2.1540000000000035,20.997366666666668,21.082016666666664,0.004561067126477997,25.517666666666667,51.24666666666667,0.49999999999999994,-0.8660254037844387,0.0,1.0,4.0,4.0,-1.0,1.0,21.0,21.0
1.0,49.476,0.0,4.0,21.0,synthetic,25.15,2026-06-01 10:45:00+00:00,21.0,25.411,53.384,20.9921,25.878,51.23,21.0,25.264,49.126,21.0,25.342,51.703,21.5,25.265,50.528,21.0,25.509,50.577,20.9905,25.127,49.417,21.0,25.443,52.777,21.0,25.279,48.38,20.988,24.809,52.664,20.9876,25.182,50.577,20.992,25.109,50.408,0.0,0.0,0.0,-0.2610000000000028,-3.9080000000000013,20.997366666666668,21.082016666666664,0.004561067126477997,25.47966666666667,51.36333333333334,0.49999999999999994,-0.8660254037844387,0.0,1.0,3.0,3.6666666666666665,1.0,1.0,21.0,21.0
1.0,51.057,0.0,5.0,21.0,synthetic,25.62,2026-06-01 10:50:00+00:00,21.0,25.15,49.476,21.0,25.411,53.384,20.9921,25.878,51.23,21.0,25.264,49.126,21.0,25.342,51.703,21.5,25.265,50.528,21.0,25.509,50.577,20.9905,25.127,49.417,21.0,25.443,52.777,21.0,25.279,48.38,20.988,24.809,52.664,20.9876,25.182,50.577,0.0,0.007899999999999352,-0.5,0.4700000000000024,1.581000000000003,21.0,20.998683333333332,0.0,25.39366666666667,51.30566666666667,0.49999999999999994,-0.8660254037844387,0.0,1.0,4.0,4.0,1.0,1.0,21.0,21.0
1.0,50.342,0.0,2.0,21.0,synthetic,25.11,2026-06-01 10:55:00+00:00,21.0,25.62,51.057,21.0,25.15,49.476,21.0,25.411,53.384,20.9921,25.878,51.23,21.0,25.264,49.126,21.0,25.342,51.703,21.5,25.265,50.528,21.0,25.509,50.577,20.9905,25.127,49.417,21.0,25.443,52.777,21.0,25.279,48.38,20.988,24.809,52.664,0.0,0.0,0.0,-0.5100000000000016,-0.7150000000000034,21.0,20.998683333333332,0.0,25.293333333333333,50.291666666666664,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.0,3.6666666666666665,-3.0,1.0,21.0,21.0
1.0,51.858,0.0,5.0,21.0,synthetic,25.552,2026-06-01 11:00:00+00:00,21.0,25.11,50.342,21.0,25.62,51.057,21.0,25.15,49.476,21.0,25.411,53.384,20.9921,25.878,51.23,21.0,25.264,49.126,21.0,25.342,51.703,21.5,25.265,50.528,21.0,25.509,50.577,20.9905,25.127,49.417,21.0,25.443,52.777,21.0,25.279,48.38,0.0,0.0,0.0,0.44200000000000017,1.5159999999999982,21.0,20.998683333333332,0.0,25.427333333333333,51.08566666666667,0.258819045102521,-0.9659258262890682,0.0,1.0,2.0,4.0,3.0,1.0,21.0,21.0
1.0,51.696,0.0,2.0,21.0,synthetic,25.01,2026-06-01 11:05:00+00:00,21.0,25.552,51.858,21.0,25.11,50.342,21.0,25.62,51.057,21.0,25.15,49.476,21.0,25.411,53.384,20.9921,25.878,51.23,21.0,25.264,49.126,21.0,25.342,51.703,21.5,25.265,50.528,21.0,25.509,50.577,20.9905,25.127,49.417,21.0,25.443,52.777,0.0,0.0,0.007899999999999352,-0.541999999999998,-0.16199999999999903,21.0,21.0,0.0,25.224,51.29866666666667,0.258819045102521,-0.9659258262890682,0.0,1.0,5.0,3.0,-3.0,1.0,21.0,21.0
1.0,50.808,0.0,1.0,21.0,synthetic,25.168,2026-06-01 11:10:00+00:00,21.0,25.01,51.696,21.0,25.552,51.858,21.0,25.11,50.342,21.0,25.62,51.057,21.0,25.15,49.476,21.0,25.411,53.384,20.9921,25.878,51.23,21.0,25.264,49.126,21.0,25.342,51.703,21.5,25.265,50.528,21.0,25.509,50.577,20.9905,25.127,49.417,0.0,0.0,0.0,0.1579999999999977,-0.8879999999999981,21.0,21.0,0.0,25.243333333333336,51.454,0.258819045102521,-0.9659258262890682,0.0,1.0,2.0,2.6666666666666665,-1.0,1.0,21.0,21.0
1.0,51.935,0.0,4.0,21.0,synthetic,25.549,2026-06-01 11:15:00+00:00,21.0,25.168,50.808,21.0,25.01,51.696,21.0,25.552,51.858,21.0,25.11,50.342,21.0,25.62,51.057,21.0,25.15,49.476,21.0,25.411,53.384,20.9921,25.878,51.23,21.0,25.264,49.126,21.0,25.342,51.703,21.5,25.265,50.528,21.0,25.509,50.577,0.0,0.0,0.0,0.3810000000000002,1.1270000000000024,21.0,21.0,0.0,25.242333333333335,51.47966666666667,0.258819045102521,-0.9659258262890682,0.0,1.0,1.0,2.3333333333333335,3.0,1.0,21.0,21.0
1.0,53.433,0.0,6.0,21.0,synthetic,25.685,2026-06-01 11:20:00+00:00,21.0,25.549,51.935,21.0,25.168,50.808,21.0,25.01,51.696,21.0,25.552,51.858,21.0,25.11,50.342,21.0,25.62,51.057,21.0,25.15,49.476,21.0,25.411,53.384,20.9921,25.878,51.23,21.0,25.264,49.126,21.0,25.342,51.703,21.5,25.265,50.528,0.0,0.0,0.0,0.13599999999999923,1.4979999999999976,21.0,21.0,0.0,25.46733333333333,52.05866666666666,0.258819045102521,-0.9659258262890682,0.0,1.0,4.0,3.6666666666666665,2.0,1.0,21.0,21.0
1.0,51.124,0.0,2.0,21.0,synthetic,25.543,2026-06-01 11:25:00+00:00,21.0,25.685,53.433,21.0,25.549,51.935,21.0,25.168,50.808,21.0,25.01,51.696,21.0,25.552,51.858,21.0,25.11,50.342,21.0,25.62,51.057,21.0,25.15,49.476,21.0,25.411,53.384,20.9921,25.878,51.23,21.0,25.264,49.126,21.0,25.342,51.703,0.0,0.0,0.0,-0.14199999999999946,-2.3089999999999975,21.0,21.0,0.0,25.592333333333332,52.16400000000001,0.258819045102521,-0.9659258262890682,0.0,1.0,6.0,4.0,-4.0,1.0,21.0,21.0
1.0,52.26,0.0,3.0,21.0,synthetic,25.471,2026-06-01 11:30:00+00:00,21.0,25.543,51.124,21.0,25.685,53.433,21.0,25.549,51.935,21.0,25.168,50.808,21.0,25.01,51.696,21.0,25.552,51.858,21.0,25.11,50.342,21.0,25.62,51.057,21.0,25.15,49.476,21.0,25.411,53.384,20.9921,25.878,51.23,21.0,25.264,49.126,0.0,0.0,0.0,-0.07199999999999918,1.1359999999999957,21.0,21.0,0.0,25.566333333333333,52.272333333333336,0.258819045102521,-0.9659258262890682,0.0,1.0,2.0,3.6666666666666665,1.0,1.0,21.0,21.0
1.0,49.872,0.0,4.0,21.0,synthetic,25.425,2026-06-01 11:35:00+00:00,21.0,25.471,52.26,21.0,25.543,51.124,21.0,25.685,53.433,21.0,25.549,51.935,21.0,25.168,50.808,21.0,25.01,51.696,21.0,25.552,51.858,21.0,25.11,50.342,21.0,25.62,51.057,21.0,25.15,49.476,21.0,25.411,53.384,20.9921,25.878,51.23,0.0,0.0,0.0,-0.045999999999999375,-2.387999999999998,21.0,21.0,0.0,25.479666666666663,51.08533333333333,0.258819045102521,-0.9659258262890682,0.0,1.0,3.0,3.0,1.0,1.0,21.0,21.0
1.0,50.453,0.0,3.0,21.0,synthetic,25.13,2026-06-01 11:40:00+00:00,21.0,25.425,49.872,21.0,25.471,52.26,21.0,25.543,51.124,21.0,25.685,53.433,21.0,25.549,51.935,21.0,25.168,50.808,21.0,25.01,51.696,21.0,25.552,51.858,21.0,25.11,50.342,21.0,25.62,51.057,21.0,25.15,49.476,21.0,25.411,53.384,0.0,0.0,0.0,-0.2950000000000017,0.5810000000000031,21.0,21.0,0.0,25.342,50.86166666666667,0.258819045102521,-0.9659258262890682,0.0,1.0,4.0,3.3333333333333335,-1.0,1.0,21.0,21.0
1.0,52.054,0.0,1.0,21.0,synthetic,25.32,2026-06-01 11:45:00+00:00,21.0,25.13,50.453,21.0,25.425,49.872,21.0,25.471,52.26,21.0,25.543,51.124,21.0,25.685,53.433,21.0,25.549,51.935,21.0,25.168,50.808,21.0,25.01,51.696,21.0,25.552,51.858,21.0,25.11,50.342,21.0,25.62,51.057,21.0,25.15,49.476,0.0,0.0,0.0,0.19000000000000128,1.600999999999999,21.0,21.0,0.0,25.291666666666668,50.793000000000006,0.258819045102521,-0.9659258262890682,0.0,1.0,3.0,2.6666666666666665,-2.0,1.0,21.0,21.0
1.0,53.229,0.0,2.0,21.0,synthetic,25.385,2026-06-01 11:50:00+00:00,21.0,25.32,52.054,21.0,25.13,50.453,21.0,25.425,49.872,21.0,25.471,52.26,21.0,25.543,51.124,21.0,25.685,53.433,21.0,25.549,51.935,21.0,25.168,50.808,21.0,25.01,51.696,21.0,25.552,51.858,21.0,25.11,50.342,21.0,25.62,51.057,0.0,0.0,0.0,0.06500000000000128,1.1749999999999972,21.0,21.0,0.0,25.278333333333336,51.912,0.258819045102521,-0.9659258262890682,0.0,1.0,1.0,2.0,1.0,1.0,21.0,20.9968
1.0,51.647,0.0,1.0,21.0,synthetic,25.764,2026-06-01 11:55:00+00:00,21.0,25.385,53.229,21.0,25.32,52.054,21.0,25.13,50.453,21.0,25.425,49.872,21.0,25.471,52.26,21.0,25.543,51.124,21.0,25.685,53.433,21.0,25.549,51.935,21.0,25.168,50.808,21.0,25.01,51.696,21.0,25.552,51.858,21.0,25.11,50.342,0.0,0.0,0.0,0.3789999999999978,-1.5820000000000007,21.0,21.0,0.0,25.48966666666667,52.31,0.258819045102521,-0.9659258262890682,0.0,1.0,2.0,1.3333333333333333,-1.0,1.0,20.9968,20.9969
1.0,51.624,0.0,2.0,20.9968,synthetic,25.501,2026-06-01 12:00:00+00:00,21.0,25.764,51.647,21.0,25.385,53.229,21.0,25.32,52.054,21.0,25.13,50.453,21.0,25.425,49.872,21.0,25.471,52.26,21.0,25.543,51.124,21.0,25.685,53.433,21.0,25.549,51.935,21.0,25.168,50.808,21.0,25.01,51.696,21.0,25.552,51.858,-0.0031999999999996476,-0.0031999999999996476,-0.0031999999999996476,-0.2629999999999981,-0.022999999999996135,20.998933333333333,20.999466666666667,0.0018475208611098918,25.55,52.166666666666664,1.2246467991473532e-16,-1.0,0.0,1.0,1.0,1.6666666666666667,1.0,1.0,20.9969,21.0
1.0,52.315,0.0,1.0,20.9969,synthetic,24.974,2026-06-01 12:05:00+00:00,20.9968,25.501,51.624,21.0,25.764,51.647,21.0,25.385,53.229,21.0,25.32,52.054,21.0,25.13,50.453,21.0,25.425,49.872,21.0,25.471,52.26,21.0,25.543,51.124,21.0,25.685,53.433,21.0,25.549,51.935,21.0,25.168,50.808,21.0,25.01,51.696,9.999999999976694e-05,-0.0030999999999998806,-0.0030999999999998806,-0.527000000000001,0.6909999999999954,20.9979,20.99895,0.001819340539564827,25.413,51.862,1.2246467991473532e-16,-1.0,0.0,1.0,2.0,1.3333333333333333,-1.0,1.0,21.0,21.0
1.0,50.502,0.0,0.0,21.0,synthetic,25.496,2026-06-01 12:10:00+00:00,20.9969,24.974,52.315,20.9968,25.501,51.624,21.0,25.764,51.647,21.0,25.385,53.229,21.0,25.32,52.054,21.0,25.13,50.453,21.0,25.425,49.872,21.0,25.471,52.26,21.0,25.543,51.124,21.0,25.685,53.433,21.0,25.549,51.935,21.0,25.168,50.808,0.0030999999999998806,0.0,0.0,0.5219999999999985,-1.8129999999999953,20.9979,20.99895,0.001819340539564827,25.323666666666668,51.480333333333334,1.2246467991473532e-16,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,21.0,21.0
1.0,52.834,0.0,3.0,21.0,synthetic,25.319,2026-06-01 12:15:00+00:00,21.0,25.496,50.502,20.9969,24.974,52.315,20.9968,25.501,51.624,21.0,25.764,51.647,21.0,25.385,53.229,21.0,25.32,52.054,21.0,25.13,50.453,21.0,25.425,49.872,21.0,25.471,52.26,21.0,25.543,51.124,21.0,25.685,53.433,21.0,25.549,51.935,0.0,0.0031999999999996476,0.0,-0.1769999999999996,2.3320000000000007,20.998966666666664,20.99895,0.0017897858341806821,25.263,51.88366666666667,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,1.3333333333333333,3.0,1.0,21.0,21.0
