timestamp,oxygen,temperature,humidity,is_anomaly,source,occupancy_count,ac_status
2026-06-02 08:00:00,20.9756,24.838,49.957,0,synthetic,0,0
2026-06-02 08:05:00,20.9856,24.612,50.204,0,synthetic,1,0
2026-06-02 08:10:00,20.9802,24.716,49.871,0,synthetic,1,0
2026-06-02 08:15:00,20.9922,24.645,50.015,0,synthetic,0,0
2026-06-02 08:20:00,19.8508,24.62,50.947,1,synthetic,0,0
2026-06-02 08:25:00,20.9967,24.98,49.953,0,synthetic,0,0
2026-06-02 08:30:00,20.981,24.857,51.704,0,synthetic,0,0
2026-06-02 08:35:00,20.9913,24.595,52.828,0,synthetic,0,0
2026-06-02 08:40:00,21.0,24.993,50.108,0,synthetic,1,0
2026-06-02 08:45:00,20.1112,24.845,51.181,1,synthetic,0,0
2026-06-02 08:50:00,21.0,24.971,51.417,0,synthetic,0,0
2026-06-02 08:55:00,21.0,24.925,51.411,0,synthetic,0,0
2026-06-02 09:00:00,20.9908,24.958,51.019,0,synthetic,2,1
2026-06-02 09:05:00,20.9842,25.025,51.778,0,synthetic,4,1
2026-06-02 09:10:00,20.9966,25.352,51.27,0,synthetic,4,1
2026-06-02 09:15:00,20.9937,25.318,49.226,0,synthetic,2,1
2026-06-02 09:20:00,20.9967,25.16,51.849,0,synthetic,4,1
2026-06-02 09:25:00,21.0,25.194,51.85,0,synthetic,4,1
2026-06-02 09:30:00,20.7,25.484,49.696,1,synthetic,2,1
2026-06-02 09:35:00,20.7,25.017,50.937,1,synthetic,4,1
2026-06-02 09:40:00,20.7,25.302,51.541,1,synthetic,4,1
2026-06-02 09:45:00,20.4,25.115,50.582,1,synthetic,5,1
2026-06-02 09:50:00,20.7,25.111,52.123,1,synthetic,5,1
2026-06-02 09:55:00,20.7,25.44,53.475,1,synthetic,2,1
2026-06-02 10:00:00,20.7,25.621,49.886,1,synthetic,2,1
2026-06-02 10:05:00,21.0,25.618,49.174,0,synthetic,5,1
2026-06-02 10:10:00,21.0,25.741,51.122,0,synthetic,2,1
2026-06-02 10:15:00,21.0,25.42,51.816,0,synthetic,5,1
2026-06-02 10:20:00,21.0,25.585,50.574,0,synthetic,3,1
2026-06-02 10:25:00,21.0,25.337,52.743,0,synthetic,4,1
2026-06-02 10:30:00,21.0,25.496,49.298,0,synthetic,6,1
2026-06-02 10:35:00,21.0,25.382,51.804,0,synthetic,5,1
2026-06-02 10:40:00,21.0,25.439,50.211,0,synthetic,6,1
2026-06-02 10:45:00,21.0,25.564,52.927,0,synthetic,5,1
2026-06-02 10:50:00,21.0,25.21,53.467,0,synthetic,3,1
2026-06-02 10:55:00,21.0,25.938,49.719,0,synthetic,5,1
2026-06-02 11:00:00,21.0,25.248,50.87,0,synthetic,5,1
2026-06-02 11:05:00,20.9927,25.196,52.592,0,synthetic,4,1
2026-06-02 11:10:00,21.0,25.79,50.74,0,synthetic,4,1
2026-06-02 11:15:00,21.0,25.698,51.205,0,synthetic,1,1
2026-06-02 11:20:00,21.0,25.656,51.316,0,synthetic,4,1
2026-06-02 11:25:00,21.0,25.657,48.981,0,synthetic,2,1
2026-06-02 11:30:00,21.0,25.497,51.364,0,synthetic,5,1
2026-06-02 11:35:00,21.0,25.276,50.686,0,synthetic,4,1
2026-06-02 11:40:00,21.0,25.519,50.776,0,synthetic,1,1
2026-06-02 11:45:00,21.0,25.331,53.213,0,synthetic,7,1
2026-06-02 11:50:00,20.9917,25.744,49.725,0,synthetic,3,1
2026-06-02 11:55:00,21.0,25.463,52.377,0,synthetic,3,1
2026-06-02 12:00:00,21.0,25.208,51.84,0,synthetic,2,1
2026-06-02 12:05:00,20.9877,25.334,51.764,0,synthetic,2,1
2026-06-02 12:10:00,20.9895,25.518,52.938,0,synthetic,0,1
2026-06-02 12:15:00,20.1384,25.274,52.544,1,synthetic,5,1
2026-06-02 12:20:00,20.9904,25.209,52.859,0,synthetic,0,1
2026-06-02 12:25:00,21.0,25.476,53.176,0,synthetic,1,1
2026-06-02 12:30:00,21.0,25.476,51.617,0,synthetic,3,1
2026-06-02 12:35:00,21.0,25.288,51.392,0,synthetic,1,1
2026-06-02 12:40:00,21.0,25.297,50.82,0,synthetic,2,1
2026-06-02 12:45:00,21.0,25.473,51.026,0,synthetic,2,1
2026-06-02 12:50:00,21.0,25.053,55.807,0,synthetic,1,1
2026-06-02 12:55:00,20.6988,25.063,53.756,1,synthetic,3,1
2026-06-02 13:00:00,20.7,24.985,51.411,1,synthetic,1,1
2026-06-02 13:05:00,20.6906,25.112,51.37,1,synthetic,2,1
2026-06-02 13:10:00,20.6842,25.243,53.456,1,synthetic,2,1
2026-06-02 13:15:00,20.9868,25.534,53.36,0,synthetic,2,1
2026-06-02 13:20:00,21.0,25.379,53.455,0,synthetic,0,1
2026-06-02 13:25:00,21.0,25.125,52.643,0,synthetic,1,1
2026-06-02 13:30:00,20.9908,25.16,52.777,0,synthetic,4,1
2026-06-02 13:35:00,20.9939,24.914,53.468,0,synthetic,0,1
2026-06-02 13:40:00,21.0,25.16,53.03,0,synthetic,1,1
2026-06-02 13:45:00,21.0,25.093,50.305,0,synthetic,0,1
2026-06-02 13:50:00,21.0,25.246,52.6,0,synthetic,2,1
2026-06-02 13:55:00,20.9968,24.958,52.027,0,synthetic,4,1
2026-06-02 14:00:00,21.0,24.898,54.072,0,synthetic,3,1
2026-06-02 14:05:00,21.0,25.151,57.292,0,synthetic,2,1
2026-06-02 14:10:00,20.9975,24.741,54.397,0,synthetic,0,1
2026-06-02 14:15:00,20.9834,24.868,53.503,0,synthetic,1,1
2026-06-02 14:20:00,20.9794,24.94,54.942,0,synthetic,4,1
2026-06-02 14:25:00,20.9855,24.667,54.579,0,synthetic,6,1
2026-06-02 14:30:00,21.0,24.824,54.41,0,synthetic,2,1
2026-06-02 14:35:00,20.9963,24.771,54.666,0,synthetic,4,1
2026-06-02 14:40:00,20.9976,24.792,56.393,0,synthetic,2,1
2026-06-02 14:45:00,21.0,24.575,52.698,0,synthetic,4,1
2026-06-02 14:50:00,21.0,24.774,54.504,0,synthetic,5,1
2026-06-02 14:55:00,21.0,24.892,52.753,0,synthetic,3,1
2026-06-02 15:00:00,21.0,24.613,55.475,0,synthetic,1,1
2026-06-02 15:05:00,20.9999,24.49,53.78,0,synthetic,4,1
2026-06-02 15:10:00,20.9822,24.788,54.203,0,synthetic,4,1
2026-06-02 15:15:00,20.9746,24.058,54.787,0,synthetic,3,1
2026-06-02 15:20:00,20.9788,24.468,56.067,0,synthetic,3,1
2026-06-02 15:25:00,20.9848,24.296,56.101,0,synthetic,1,1
2026-06-02 15:30:00,21.0,24.797,53.203,0,synthetic,5,1
2026-06-02 15:35:00,20.9852,24.048,55.214,0,synthetic,3,1
2026-06-02 15:40:00,21.0,24.04,54.301,0,synthetic,5,1
